EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_SYS_INDEXES,0,def,TYPE,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_SYS_INDEXES,0,def,N_FIELDS,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,NEVER,information_schema,select,INNODB_SYS_INDEXES,0,def,PAGE_NO,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),YES,NEVER,information_schema,select,INNODB_SYS_INDEXES,0,def,SPACE,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_SYS_INDEXES,0,def,MERGE_THRESHOLD,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,GROUP_ID,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,THREAD_CREATIONS,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,THREAD_CREATIONS_DUE_TO_STALL,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,WAKES,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,WAKES_DUE_TO_STALL,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,THROTTLES,NULL,<blank>,NULL,6,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,STALLS,NULL,<blank>,NULL,7,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,POLLS_BY_LISTENER,NULL,<blank>,NULL,8,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,POLLS_BY_WORKER,NULL,<blank>,NULL,9,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,DEQUEUES_BY_LISTENER,NULL,<blank>,NULL,10,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_STATS,0,def,DEQUEUES_BY_WORKER,NULL,<blank>,NULL,11,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,GROUP_ID,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,CONNECTIONS,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,THREADS,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,ACTIVE_THREADS,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,STANDBY_THREADS,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(6),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,QUEUE_LENGTH,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,HAS_LISTENER,NULL,<blank>,NULL,7,3,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(1),NO,NEVER,information_schema,select,THREAD_POOL_GROUPS,0,def,IS_STALLED,NULL,<blank>,NULL,8,3,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_PERF_CONTEXT_GLOBAL,NULL,def,STAT_TYPE,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_PERF_CONTEXT_GLOBAL,0,def,VALUE,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(16),NO,NEVER,information_schema,select,THREAD_POOL_WAITS,NULL,def,REASON,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,48,16
<blank>,bigint,<blank>,bigint(19),NO,NEVER,information_schema,select,THREAD_POOL_WAITS,0,def,COUNT,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_PERF_CONTEXT,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_PERF_CONTEXT,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),YES,NEVER,information_schema,select,ROCKSDB_PERF_CONTEXT,NULL,def,PARTITION_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_PERF_CONTEXT,NULL,def,STAT_TYPE,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_PERF_CONTEXT,0,def,VALUE,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN,NULL,def,ID,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN,NULL,def,FOR_NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN,NULL,def,REF_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,579,193
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN,0,def,N_COLS,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN,0,def,TYPE,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,POOL_ID,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,POOL_SIZE,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,FREE_BUFFERS,NULL,<blank>,NULL,3,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,DATABASE_PAGES,NULL,<blank>,NULL,4,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,OLD_DATABASE_PAGES,NULL,<blank>,NULL,5,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,MODIFIED_DATABASE_PAGES,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,PENDING_DECOMPRESS,NULL,<blank>,NULL,7,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,PENDING_READS,NULL,<blank>,NULL,8,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,PENDING_FLUSH_LRU,NULL,<blank>,NULL,9,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,PENDING_FLUSH_LIST,NULL,<blank>,NULL,10,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,PAGES_MADE_YOUNG,NULL,<blank>,NULL,11,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,PAGES_NOT_MADE_YOUNG,NULL,<blank>,NULL,12,20,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,NULL,def,PAGES_MADE_YOUNG_RATE,NULL,<blank>,NULL,13,12,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,NULL,def,PAGES_MADE_NOT_YOUNG_RATE,NULL,<blank>,NULL,14,12,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,NUMBER_PAGES_READ,NULL,<blank>,NULL,15,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,NUMBER_PAGES_CREATED,NULL,<blank>,NULL,16,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,NUMBER_PAGES_WRITTEN,NULL,<blank>,NULL,17,20,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,NULL,def,PAGES_READ_RATE,NULL,<blank>,NULL,18,12,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,NULL,def,PAGES_CREATE_RATE,NULL,<blank>,NULL,19,12,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,NULL,def,PAGES_WRITTEN_RATE,NULL,<blank>,NULL,20,12,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,NUMBER_PAGES_GET,NULL,<blank>,NULL,21,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,HIT_RATE,NULL,<blank>,NULL,22,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,YOUNG_MAKE_PER_THOUSAND_GETS,NULL,<blank>,NULL,23,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,NOT_YOUNG_MAKE_PER_THOUSAND_GETS,NULL,<blank>,NULL,24,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,NUMBER_PAGES_READ_AHEAD,NULL,<blank>,NULL,25,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,NUMBER_READ_AHEAD_EVICTED,NULL,<blank>,NULL,26,20,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,NULL,def,READ_AHEAD_RATE,NULL,<blank>,NULL,27,12,NULL,NULL,NULL,NULL,NULL
<blank>,float,<blank>,float,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,NULL,def,READ_AHEAD_EVICTED_RATE,NULL,<blank>,NULL,28,12,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,LRU_IO_TOTAL,NULL,<blank>,NULL,29,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,LRU_IO_CURRENT,NULL,<blank>,NULL,30,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,UNCOMPRESS_TOTAL,NULL,<blank>,NULL,31,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_POOL_STATS,0,def,UNCOMPRESS_CURRENT,NULL,<blank>,NULL,32,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(337),NO,NEVER,information_schema,select,INNODB_FT_INDEX_TABLE,NULL,def,WORD,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1011,337
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_TABLE,0,def,FIRST_DOC_ID,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_TABLE,0,def,LAST_DOC_ID,NULL,<blank>,NULL,3,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_TABLE,0,def,DOC_COUNT,NULL,<blank>,NULL,4,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_TABLE,0,def,DOC_ID,NULL,<blank>,NULL,5,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_TABLE,0,def,POSITION,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DDL,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DDL,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),YES,NEVER,information_schema,select,ROCKSDB_DDL,NULL,def,PARTITION_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DDL,NULL,def,INDEX_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,579,193
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_DDL,0,def,COLUMN_FAMILY,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_DDL,0,def,INDEX_NUMBER,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,smallint,<blank>,smallint(6),NO,NEVER,information_schema,select,ROCKSDB_DDL,0,def,INDEX_TYPE,NULL,<blank>,NULL,7,5,NULL,NULL,NULL,NULL,NULL
<blank>,smallint,<blank>,smallint(6),NO,NEVER,information_schema,select,ROCKSDB_DDL,0,def,KV_FORMAT_VERSION,NULL,<blank>,NULL,8,5,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_DDL,0,def,TTL_DURATION,NULL,<blank>,NULL,9,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_DDL,0,def,INDEX_FLAGS,NULL,<blank>,NULL,10,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DDL,NULL,def,CF,utf8mb3_general_ci,<blank>,NULL,11,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,ROCKSDB_DDL,0,def,AUTO_INCREMENT,NULL,<blank>,NULL,12,20,NULL,NULL,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,title,latin1_swedish_ci,<blank>,NULL,2,NULL,latin1,NULL,NULL,65535,65535
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,subtitle,latin1_swedish_ci,<blank>,NULL,3,NULL,latin1,NULL,NULL,65535,65535
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,picture,latin1_swedish_ci,<blank>,NULL,4,NULL,latin1,NULL,NULL,65535,65535
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,picture_2,latin1_swedish_ci,<blank>,NULL,5,NULL,latin1,NULL,NULL,65535,65535
<blank>,longtext,<blank>,longtext,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,description_1,latin1_swedish_ci,<blank>,NULL,6,NULL,latin1,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,description_2,latin1_swedish_ci,<blank>,NULL,7,NULL,latin1,NULL,NULL,4294967295,4294967295
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,visi,latin1_swedish_ci,<blank>,NULL,8,NULL,latin1,NULL,NULL,65535,65535
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,misi,latin1_swedish_ci,<blank>,NULL,9,NULL,latin1,NULL,NULL,65535,65535
<blank>,varchar,<blank>,varchar(30),NO,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,phone,latin1_swedish_ci,<blank>,'-',10,NULL,latin1,NULL,NULL,30,30
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,email,latin1_swedish_ci,<blank>,'-',11,NULL,latin1,NULL,NULL,255,255
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,email_qa,latin1_swedish_ci,<blank>,'-',12,NULL,latin1,NULL,NULL,255,255
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,address,latin1_swedish_ci,<blank>,NULL,13,NULL,latin1,NULL,NULL,65535,65535
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,longitude,latin1_swedish_ci,<blank>,'-',14,NULL,latin1,NULL,NULL,255,255
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",about_us,NULL,def,latitude,latin1_swedish_ci,<blank>,'-',15,NULL,latin1,NULL,NULL,255,255
auto_increment,int,PRI,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",categories,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),YES,NEVER,u410070197_alvaro,"select,insert,update,references",categories,NULL,def,category_name,latin1_swedish_ci,<blank>,NULL,2,NULL,latin1,NULL,NULL,255,255
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",categories,NULL,def,images,latin1_swedish_ci,<blank>,NULL,3,NULL,latin1,NULL,NULL,65535,65535
<blank>,int,<blank>,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",categories,0,def,parent_id,NULL,<blank>,0,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",categories,0,def,category_order,NULL,<blank>,999,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,timestamp,<blank>,timestamp,NO,NEVER,u410070197_alvaro,"select,insert,update,references",categories,NULL,def,created_on,NULL,<blank>,current_timestamp(),6,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(50),YES,NEVER,u410070197_alvaro,"select,insert,update,references",categories,NULL,def,created_by,latin1_swedish_ci,<blank>,NULL,7,NULL,latin1,NULL,NULL,50,50
<blank>,varchar,PRI,varchar(50),NO,NEVER,u410070197_alvaro,"select,insert,update,references",users,NULL,def,username,latin1_swedish_ci,<blank>,NULL,1,NULL,latin1,NULL,NULL,50,50
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",users,NULL,def,password,latin1_swedish_ci,<blank>,NULL,2,NULL,latin1,NULL,NULL,255,255
<blank>,timestamp,<blank>,timestamp,NO,NEVER,u410070197_alvaro,"select,insert,update,references",users,NULL,def,created_on,NULL,<blank>,current_timestamp(),3,NULL,NULL,0,NULL,NULL,NULL
auto_increment,int,PRI,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",career,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",career,NULL,def,title,latin1_swedish_ci,<blank>,NULL,2,NULL,latin1,NULL,NULL,255,255
<blank>,text,<blank>,text,NO,NEVER,u410070197_alvaro,"select,insert,update,references",career,NULL,def,description,latin1_swedish_ci,<blank>,NULL,3,NULL,latin1,NULL,NULL,65535,65535
<blank>,timestamp,<blank>,timestamp,NO,NEVER,u410070197_alvaro,"select,insert,update,references",career,NULL,def,created_on,NULL,<blank>,current_timestamp(),4,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",career,NULL,def,created_by,latin1_swedish_ci,<blank>,NULL,5,NULL,latin1,NULL,NULL,255,255
auto_increment,int,PRI,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",product_images,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,text,<blank>,text,NO,NEVER,u410070197_alvaro,"select,insert,update,references",product_images,NULL,def,images,latin1_swedish_ci,<blank>,NULL,2,NULL,latin1,NULL,NULL,65535,65535
<blank>,int,<blank>,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",product_images,0,def,product_id,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,timestamp,<blank>,timestamp,NO,NEVER,u410070197_alvaro,"select,insert,update,references",product_images,NULL,def,created_on,NULL,<blank>,current_timestamp(),4,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",product_images,NULL,def,created_by,latin1_swedish_ci,<blank>,NULL,5,NULL,latin1,NULL,NULL,255,255
auto_increment,int,PRI,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",products,0,def,id,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(255),NO,NEVER,u410070197_alvaro,"select,insert,update,references",products,NULL,def,product_name,latin1_swedish_ci,<blank>,NULL,2,NULL,latin1,NULL,NULL,255,255
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",products,NULL,def,product_detail,utf8mb3_unicode_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,65535,65535
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",products,NULL,def,link_video,latin1_swedish_ci,<blank>,NULL,4,NULL,latin1,NULL,NULL,65535,65535
<blank>,text,<blank>,text,YES,NEVER,u410070197_alvaro,"select,insert,update,references",products,NULL,def,link_catalog,latin1_swedish_ci,<blank>,NULL,5,NULL,latin1,NULL,NULL,65535,65535
<blank>,int,<blank>,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",products,0,def,is_slider,NULL,<blank>,0,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,u410070197_alvaro,"select,insert,update,references",products,0,def,category_id,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,timestamp,<blank>,timestamp,NO,NEVER,u410070197_alvaro,"select,insert,update,references",products,NULL,def,created_on,NULL,<blank>,current_timestamp(),8,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(50),YES,NEVER,u410070197_alvaro,"select,insert,update,references",products,NULL,def,created_by,latin1_swedish_ci,<blank>,NULL,9,NULL,latin1,NULL,NULL,50,50
